transaction_id,total_cost,transaction_time,transaction_date,transaction_type,customer_id,employee_id,week_number
9077,44.32,16:08:26,2024-06-22,Gift Card,,9,25
9078,11.01,20:19:28,2024-12-02,Gift Card,957,,49
9079,24.71,16:26:01,2024-12-04,Credit/Debit,431,,49
9080,27.53,17:08:40,2024-06-09,Credit/Debit,621,,23
9081,20.13,12:26:14,2024-01-09,Gift Card,328,,2
9082,16.36,17:26:41,2024-02-16,Gift Card,497,,7
9083,27.93,10:02:23,2024-10-24,Credit/Debit,,6,43
9084,10.81,11:02:07,2024-09-09,Credit/Debit,389,,37
9085,44.73,21:03:51,2024-06-01,Credit/Debit,,6,22
9086,47.54,17:35:12,2024-06-02,Credit/Debit,932,,22
9087,41.22,11:10:21,2024-04-08,Credit/Debit,293,,15
9088,11.16,12:58:32,2024-06-16,Gift Card,,9,24
9089,5.36,21:20:14,2024-03-30,Gift Card,584,,13
9090,34.33,20:57:19,2024-05-09,Credit/Debit,,6,19
9091,42.95,11:10:23,2024-03-06,Gift Card,96,,10
9092,41.24,14:05:14,2024-11-25,Credit/Debit,236,,48
9093,47.91,11:14:00,2024-09-21,Credit/Debit,613,,38
9094,30.85,18:25:12,2024-07-23,Credit/Debit,,2,30
9095,46.44,12:44:29,2024-08-19,Credit/Debit,,3,34
9096,15.22,21:24:28,2024-06-20,Credit/Debit,208,,25
9097,8.68,14:03:51,2024-03-14,Gift Card,416,,11
9098,19.48,16:49:00,2024-09-10,Credit/Debit,,9,37
9099,39.96,10:03:39,2024-05-28,Gift Card,898,,22
9100,19.87,10:44:45,2024-03-29,Credit/Debit,,6,13
9101,22.75,17:26:11,2024-04-20,Credit/Debit,,10,16
9102,21.68,14:50:20,2024-01-03,Gift Card,,7,1
9103,16.43,21:27:14,2024-08-22,Gift Card,633,,34
9104,48.68,16:50:39,2024-09-13,Credit/Debit,,11,37
9105,43.26,11:46:36,2024-04-06,Gift Card,912,,14
9106,48.94,13:10:30,2024-03-08,Gift Card,,9,10
9107,26.25,19:21:14,2024-11-28,Gift Card,350,,48
9108,44.51,17:40:24,2024-11-20,Credit/Debit,,3,47
9109,26.57,16:21:40,2024-11-26,Credit/Debit,214,,48
9110,35.56,20:03:31,2024-09-05,Credit/Debit,511,,36
9111,27.93,21:23:25,2024-02-03,Gift Card,977,,5
9112,7.68,13:45:19,2024-07-25,Credit/Debit,,7,30
9113,37.0,14:41:13,2024-04-04,Credit/Debit,,10,14
9114,27.28,11:37:25,2024-08-26,Credit/Debit,,5,35
9115,48.49,12:16:22,2024-08-24,Gift Card,,1,34
9116,20.6,20:53:44,2024-11-26,Gift Card,98,,48
9117,24.76,21:19:47,2024-08-25,Gift Card,796,,34
9118,41.82,19:59:38,2024-09-09,Credit/Debit,,10,37
9119,10.85,21:10:38,2024-03-27,Credit/Debit,,7,13
9120,21.07,10:59:03,2024-05-05,Credit/Debit,158,,18
9121,24.46,10:21:58,2024-05-19,Gift Card,834,,20
9122,19.38,19:34:02,2024-04-12,Gift Card,746,,15
9123,48.35,12:53:22,2024-07-01,Gift Card,,3,27
9124,11.23,17:32:31,2024-02-17,Gift Card,466,,7
9125,41.82,17:07:23,2024-08-03,Gift Card,81,,31
9126,16.38,18:19:33,2024-03-31,Gift Card,,13,13
9127,5.83,19:18:46,2024-03-11,Gift Card,,11,11
9128,17.31,20:13:46,2024-01-05,Gift Card,231,,1
9129,31.0,13:07:23,2024-09-08,Credit/Debit,508,,36
9130,8.6,19:41:24,2024-08-28,Credit/Debit,,2,35
9131,7.44,13:38:16,2024-06-09,Gift Card,,7,23
9132,28.49,20:07:17,2024-05-29,Gift Card,,8,22
9133,18.32,14:13:22,2024-02-16,Credit/Debit,,7,7
9134,10.76,16:13:38,2024-11-23,Credit/Debit,387,,47
9135,35.62,14:32:56,2024-06-28,Credit/Debit,,8,26
9136,45.17,14:31:24,2024-07-04,Gift Card,,2,27
9137,13.33,18:58:12,2024-07-01,Gift Card,940,,27
9138,16.53,13:19:34,2024-06-08,Credit/Debit,797,,23
9139,28.56,21:29:55,2024-11-04,Credit/Debit,622,,45
9140,8.69,11:22:53,2024-03-02,Credit/Debit,443,,9
9141,20.52,21:26:45,2024-08-22,Gift Card,,1,34
9142,41.55,15:34:52,2024-06-03,Gift Card,215,,23
9143,20.76,17:42:53,2024-06-12,Credit/Debit,,13,24
9144,26.13,13:21:36,2024-12-05,Gift Card,,12,49
9145,48.2,16:59:59,2024-03-05,Credit/Debit,,5,10
9146,39.45,15:41:13,2024-02-11,Credit/Debit,,6,6
9147,12.52,10:24:15,2024-06-05,Gift Card,,10,23
9148,48.97,15:41:51,2024-01-10,Credit/Debit,993,,2
9149,42.8,10:48:04,2024-04-27,Gift Card,,3,17
9150,35.78,16:46:38,2024-08-29,Gift Card,,12,35
9151,16.48,19:51:24,2024-04-12,Credit/Debit,240,,15
9152,49.58,13:45:28,2024-07-01,Gift Card,9,,27
9153,48.38,21:10:55,2024-08-09,Gift Card,531,,32
9154,42.22,20:56:40,2024-02-08,Credit/Debit,,11,6
9155,28.71,21:41:55,2024-11-14,Gift Card,,4,46
9156,12.54,16:40:30,2024-05-22,Gift Card,,7,21
9157,6.54,11:11:21,2024-04-20,Credit/Debit,,9,16
9158,18.93,21:42:03,2024-07-08,Gift Card,,4,28
9159,15.59,16:13:32,2024-04-01,Credit/Debit,640,,14
9160,26.69,16:46:32,2024-05-08,Credit/Debit,,8,19
9161,44.16,16:13:11,2024-05-03,Credit/Debit,,13,18
9162,26.43,17:54:28,2024-06-25,Gift Card,867,,26
9163,38.7,20:23:50,2024-02-08,Credit/Debit,,4,6
9164,11.3,10:02:54,2024-05-21,Gift Card,759,,21
9165,15.09,10:18:50,2024-03-02,Credit/Debit,698,,9
9166,31.67,10:48:51,2024-04-02,Gift Card,,11,14
9167,21.69,18:55:09,2024-07-17,Gift Card,,3,29
9168,23.37,12:52:37,2024-03-08,Credit/Debit,575,,10
9169,25.81,17:20:14,2024-12-04,Credit/Debit,880,,49
9170,26.76,15:10:04,2024-04-30,Gift Card,,9,18
9171,17.19,21:48:27,2024-08-06,Gift Card,425,,32
9172,36.5,15:23:58,2024-03-12,Gift Card,464,,11
9173,35.51,10:11:48,2024-03-29,Credit/Debit,417,,13
9174,20.09,16:01:40,2024-03-07,Gift Card,,9,10
9175,17.1,17:33:13,2024-08-09,Gift Card,893,,32
9176,37.89,12:40:54,2024-11-20,Gift Card,895,,47
9177,47.29,21:43:50,2024-02-13,Gift Card,563,,7
9178,29.42,15:05:23,2024-05-07,Credit/Debit,,12,19
9179,39.56,11:29:58,2024-05-27,Gift Card,,8,22
9180,9.53,16:17:19,2024-08-09,Credit/Debit,,3,32
9181,8.64,11:40:16,2024-03-27,Gift Card,201,,13
9182,27.26,14:57:43,2024-10-13,Gift Card,144,,41
9183,33.78,19:07:14,2024-06-09,Credit/Debit,,5,23
9184,24.45,18:12:37,2024-02-07,Credit/Debit,,7,6
9185,23.73,12:13:11,2024-05-30,Credit/Debit,,10,22
9186,37.74,21:22:38,2024-04-17,Gift Card,630,,16
9187,42.9,21:25:17,2024-11-26,Gift Card,937,,48
9188,35.0,10:58:43,2024-08-03,Credit/Debit,13,,31
9189,48.34,12:01:34,2024-09-12,Credit/Debit,121,,37
9190,25.87,11:37:13,2024-07-10,Gift Card,964,,28
9191,19.72,11:57:12,2024-01-07,Credit/Debit,194,,1
9192,44.59,10:43:20,2024-04-06,Gift Card,,9,14
9193,26.86,20:31:27,2024-03-05,Gift Card,,3,10
9194,42.89,13:32:39,2024-06-01,Credit/Debit,,3,22
9195,34.15,10:21:30,2024-09-10,Gift Card,323,,37
9196,34.36,21:40:51,2024-01-19,Credit/Debit,959,,3
9197,49.58,12:18:55,2024-08-04,Gift Card,,8,31
9198,7.75,12:02:45,2024-10-03,Credit/Debit,,12,40
9199,17.53,16:22:32,2024-02-12,Gift Card,138,,7
9200,43.72,14:57:35,2024-12-02,Credit/Debit,294,,49
9201,43.44,13:59:51,2024-06-19,Credit/Debit,221,,25
9202,13.99,21:12:24,2024-02-14,Gift Card,624,,7
9203,6.6,19:37:01,2024-10-14,Credit/Debit,443,,42
9204,12.58,21:13:25,2024-01-05,Credit/Debit,,9,1
9205,20.84,21:59:43,2024-02-26,Credit/Debit,,9,9
9206,46.88,17:49:45,2024-08-09,Credit/Debit,577,,32
9207,30.43,19:43:57,2024-05-03,Credit/Debit,805,,18
9208,49.37,20:26:19,2024-11-28,Gift Card,796,,48
9209,26.84,15:40:43,2024-10-07,Credit/Debit,,13,41
9210,24.25,15:36:09,2024-01-16,Credit/Debit,276,,3
9211,10.19,10:36:02,2024-08-28,Gift Card,,8,35
9212,19.82,19:30:01,2024-08-25,Gift Card,,2,34
9213,39.29,21:02:45,2024-09-28,Credit/Debit,110,,39
9214,34.47,20:59:17,2024-06-03,Gift Card,805,,23
9215,17.43,21:01:02,2024-04-02,Gift Card,,6,14
9216,28.05,11:23:33,2024-09-02,Gift Card,529,,36
9217,6.84,11:35:59,2024-05-31,Credit/Debit,254,,22
9218,48.45,11:12:46,2024-04-11,Credit/Debit,325,,15
9219,45.41,10:10:17,2024-03-24,Gift Card,532,,12
9220,42.54,11:39:21,2024-07-08,Credit/Debit,,8,28
9221,37.35,15:51:25,2024-06-21,Gift Card,746,,25
9222,12.48,19:50:51,2024-06-23,Gift Card,,1,25
9223,33.52,18:16:29,2024-02-21,Gift Card,15,,8
9224,48.04,20:39:06,2024-01-11,Credit/Debit,,12,2
9225,13.95,15:04:00,2024-05-03,Credit/Debit,422,,18
9226,43.32,18:20:19,2024-04-03,Gift Card,116,,14
9227,40.32,19:49:08,2024-04-15,Gift Card,723,,16
9228,41.29,12:55:26,2024-01-05,Credit/Debit,194,,1
9229,21.38,13:53:15,2024-09-28,Credit/Debit,681,,39
9230,40.88,10:57:39,2024-07-28,Gift Card,,13,30
9231,49.53,18:10:38,2024-08-01,Credit/Debit,,1,31
9232,9.09,20:48:26,2024-08-04,Gift Card,814,,31
9233,42.55,20:20:03,2024-07-25,Credit/Debit,,7,30
9234,21.66,14:01:09,2024-06-15,Gift Card,126,,24
9235,49.36,20:44:21,2024-04-01,Gift Card,518,,14
9236,21.25,10:54:35,2024-01-27,Gift Card,625,,4
9237,47.45,14:47:56,2024-01-19,Credit/Debit,,6,3
9238,23.46,13:21:41,2024-01-24,Gift Card,338,,4
9239,16.94,12:57:02,2024-07-12,Credit/Debit,980,,28
9240,44.0,19:20:31,2024-03-15,Gift Card,,10,11
9241,49.56,16:40:07,2024-02-22,Credit/Debit,,3,8
9242,27.13,16:34:55,2024-10-24,Credit/Debit,151,,43
9243,27.44,16:34:37,2024-07-22,Credit/Debit,203,,30
9244,6.65,16:32:30,2024-01-14,Credit/Debit,,3,2
9245,28.11,17:23:11,2024-11-20,Credit/Debit,,12,47
9246,5.12,21:33:16,2024-04-02,Gift Card,,4,14
9247,26.84,13:41:25,2024-06-09,Credit/Debit,209,,23
9248,25.0,16:48:17,2024-04-28,Credit/Debit,,12,17
9249,39.15,17:47:56,2024-05-21,Credit/Debit,85,,21
9250,43.44,11:08:16,2024-01-18,Gift Card,381,,3
9251,32.61,17:34:44,2024-10-07,Gift Card,,10,41
9252,48.3,11:55:51,2024-06-01,Gift Card,263,,22
9253,23.44,10:05:24,2024-06-27,Gift Card,833,,26
9254,48.06,11:47:03,2024-04-01,Gift Card,,9,14
9255,47.71,18:59:23,2024-02-10,Gift Card,,3,6
9256,32.21,12:20:01,2024-03-27,Credit/Debit,,7,13
9257,42.5,11:06:03,2024-04-25,Credit/Debit,351,,17
9258,30.83,21:53:09,2024-10-24,Credit/Debit,,6,43
9259,21.98,17:20:25,2024-03-04,Credit/Debit,,13,10
9260,26.23,12:59:19,2024-09-04,Gift Card,,13,36
9261,31.59,15:56:04,2024-07-30,Credit/Debit,600,,31
9262,47.05,10:02:42,2024-09-19,Gift Card,973,,38
9263,22.78,18:54:40,2024-06-25,Credit/Debit,,2,26
9264,27.67,10:37:46,2024-01-27,Credit/Debit,7,,4
9265,26.86,15:44:04,2024-06-23,Gift Card,502,,25
9266,49.72,13:03:36,2024-05-04,Credit/Debit,970,,18
9267,34.57,10:07:47,2024-08-31,Credit/Debit,,4,35
9268,33.24,15:36:47,2024-03-04,Gift Card,945,,10
9269,43.63,21:06:05,2024-02-29,Gift Card,,11,9
9270,37.49,17:58:25,2024-09-29,Gift Card,375,,39
9271,33.69,16:21:50,2024-10-27,Credit/Debit,580,,43
9272,6.38,19:03:24,2024-04-04,Credit/Debit,640,,14
9273,40.65,11:43:57,2024-05-07,Gift Card,486,,19
9274,36.1,10:27:11,2024-05-30,Gift Card,,8,22
9275,34.65,21:01:31,2024-12-03,Credit/Debit,222,,49
9276,41.04,18:49:41,2024-08-05,Credit/Debit,172,,32
9277,12.92,14:19:12,2024-02-08,Credit/Debit,,7,6
9278,41.07,21:15:00,2024-11-24,Gift Card,,7,47
9279,6.15,13:35:22,2024-01-02,Gift Card,,13,1
9280,30.42,12:23:44,2024-05-28,Gift Card,247,,22
9281,27.94,14:26:30,2024-04-10,Gift Card,501,,15
9282,28.39,11:29:35,2024-04-13,Credit/Debit,,10,15
9283,34.48,19:12:14,2024-02-20,Gift Card,453,,8
9284,7.21,20:44:21,2024-02-07,Gift Card,421,,6
9285,13.4,20:33:58,2024-09-11,Gift Card,392,,37
9286,41.62,12:14:39,2024-07-15,Gift Card,542,,29
9287,45.13,14:03:55,2024-06-20,Gift Card,,2,25
9288,26.24,16:54:23,2024-10-23,Credit/Debit,,6,43
9289,30.61,10:29:14,2024-08-23,Credit/Debit,,9,34
9290,31.51,12:24:40,2024-08-14,Credit/Debit,,8,33
9291,43.3,16:36:12,2024-07-01,Credit/Debit,,9,27
9292,11.88,14:42:12,2024-08-10,Credit/Debit,528,,32
9293,24.3,15:37:53,2024-03-08,Credit/Debit,,12,10
9294,22.32,17:29:11,2024-08-27,Credit/Debit,,6,35
9295,6.4,10:52:02,2024-03-23,Gift Card,677,,12
9296,22.58,21:26:55,2024-07-10,Credit/Debit,,6,28
9297,24.28,18:43:07,2024-04-29,Gift Card,,7,18
9298,11.53,15:14:34,2024-09-21,Gift Card,,9,38
9299,28.35,21:25:33,2024-02-23,Credit/Debit,176,,8
9300,27.09,15:56:21,2024-01-14,Gift Card,192,,2
9301,29.84,10:48:13,2024-04-18,Credit/Debit,503,,16
9302,49.86,13:15:40,2024-02-15,Credit/Debit,,5,7
9303,43.27,20:55:10,2024-10-13,Gift Card,,3,41
9304,8.39,10:43:28,2024-03-31,Credit/Debit,682,,13
9305,18.99,21:49:42,2024-09-30,Credit/Debit,344,,40
9306,24.26,10:10:47,2024-05-26,Gift Card,68,,21
9307,17.74,15:40:24,2024-04-23,Credit/Debit,,9,17
9308,20.41,14:15:10,2024-01-30,Credit/Debit,,1,5
9309,6.4,12:01:29,2024-02-29,Gift Card,42,,9
9310,16.59,20:27:46,2024-01-02,Gift Card,961,,1
9311,14.09,16:55:20,2024-09-04,Credit/Debit,817,,36
9312,40.7,11:24:49,2024-02-06,Credit/Debit,41,,6
9313,29.21,17:53:39,2024-03-28,Credit/Debit,,10,13
9314,20.8,13:19:57,2024-08-04,Credit/Debit,864,,31
9315,23.6,10:50:41,2024-01-13,Credit/Debit,,7,2
9316,40.81,10:48:16,2024-01-01,Gift Card,365,,1
9317,35.81,15:58:10,2024-10-05,Gift Card,,12,40
9318,45.54,21:38:10,2024-11-09,Gift Card,,8,45
9319,42.79,19:38:36,2024-06-15,Gift Card,650,,24
9320,15.43,18:14:03,2024-09-20,Credit/Debit,267,,38
9321,45.19,14:45:11,2024-08-23,Gift Card,105,,34
9322,18.82,19:00:33,2024-05-02,Gift Card,404,,18
9323,8.64,11:22:25,2024-10-01,Gift Card,,8,40
9324,26.05,14:51:13,2024-08-03,Gift Card,,10,31
9325,12.6,18:44:10,2024-05-28,Credit/Debit,,3,22
9326,39.72,11:05:57,2024-01-31,Gift Card,,6,5
9327,47.49,18:35:59,2024-05-15,Credit/Debit,,12,20
9328,37.93,13:04:13,2024-02-13,Gift Card,,12,7
9329,9.09,13:45:12,2024-11-08,Gift Card,,6,45
9330,12.53,19:52:14,2024-04-17,Gift Card,,5,16
9331,9.14,19:17:26,2024-09-22,Gift Card,,2,38
9332,39.46,12:21:19,2024-08-04,Gift Card,,13,31
9333,24.97,13:07:25,2024-11-12,Credit/Debit,,7,46
9334,38.8,15:22:03,2024-11-16,Credit/Debit,170,,46
9335,16.71,11:39:22,2024-10-02,Gift Card,633,,40
9336,20.07,14:03:26,2024-05-12,Credit/Debit,572,,19
9337,10.18,11:29:58,2024-08-07,Gift Card,445,,32
9338,27.6,17:08:30,2024-10-25,Gift Card,122,,43
9339,18.96,10:01:49,2024-08-11,Gift Card,,1,32
9340,19.47,18:41:41,2024-05-02,Credit/Debit,,9,18
9341,24.46,14:17:40,2024-05-20,Gift Card,,9,21
9342,48.97,12:30:09,2024-07-12,Gift Card,,12,28
9343,39.17,19:18:23,2024-04-06,Credit/Debit,,13,14
9344,39.19,16:48:30,2024-10-28,Gift Card,,11,44
9345,46.67,19:45:48,2024-04-11,Gift Card,974,,15
9346,19.83,12:14:52,2024-07-18,Credit/Debit,,5,29
9347,7.62,13:38:45,2024-08-29,Gift Card,440,,35
9348,12.24,16:30:45,2024-04-29,Gift Card,479,,18
9349,37.96,21:22:23,2024-05-28,Gift Card,,8,22
9350,16.65,18:06:18,2024-01-28,Credit/Debit,,8,4
9351,17.31,10:33:32,2024-04-04,Gift Card,705,,14
9352,29.35,19:21:07,2024-10-09,Credit/Debit,258,,41
9353,10.78,21:40:17,2024-02-08,Gift Card,6,,6
9354,21.12,21:46:11,2024-09-26,Credit/Debit,,10,39
9355,29.93,13:14:02,2024-02-12,Gift Card,,1,7
9356,13.12,17:03:56,2024-07-13,Credit/Debit,406,,28
9357,8.72,11:56:34,2024-07-14,Gift Card,,7,28
9358,42.74,10:37:57,2024-10-08,Gift Card,,2,41
9359,41.83,12:17:03,2024-05-19,Credit/Debit,202,,20
9360,6.04,21:07:42,2024-01-02,Credit/Debit,26,,1
9361,47.59,11:18:16,2024-07-05,Gift Card,668,,27
9362,35.1,11:11:27,2024-08-08,Gift Card,,8,32
9363,27.67,21:58:05,2024-08-18,Gift Card,,10,33
9364,39.4,17:11:08,2024-08-27,Credit/Debit,488,,35
9365,44.82,13:51:17,2024-01-11,Credit/Debit,,5,2
9366,17.2,12:09:12,2024-11-15,Gift Card,,2,46
9367,5.2,10:47:07,2024-02-03,Gift Card,116,,5
9368,23.07,13:46:04,2024-08-22,Gift Card,,13,34
9369,42.05,19:21:13,2024-02-15,Gift Card,,13,7
9370,29.59,17:43:55,2024-12-01,Gift Card,760,,48
9371,17.2,21:18:01,2024-07-09,Gift Card,,10,28
9372,38.35,11:32:58,2024-05-01,Gift Card,,2,18
9373,16.5,14:44:22,2024-05-05,Gift Card,8,,18
9374,44.61,21:35:27,2024-03-09,Credit/Debit,,7,10
9375,47.8,21:31:26,2024-11-22,Credit/Debit,,3,47
9376,20.5,21:18:19,2024-07-27,Gift Card,,9,30
9377,27.64,12:38:55,2024-07-29,Credit/Debit,769,,31
9378,36.45,16:13:40,2024-01-11,Gift Card,,5,2
9379,41.79,19:04:56,2024-01-11,Credit/Debit,,9,2
9380,40.37,20:33:22,2024-09-26,Gift Card,753,,39
9381,7.69,14:29:47,2024-09-19,Credit/Debit,163,,38
9382,26.5,18:11:51,2024-03-03,Credit/Debit,,2,9
9383,40.29,13:33:30,2024-07-08,Gift Card,,4,28
9384,41.1,12:50:24,2024-06-23,Credit/Debit,,5,25
9385,34.0,21:42:53,2024-06-20,Credit/Debit,671,,25
9386,32.51,21:11:19,2024-09-18,Credit/Debit,,3,38
9387,21.08,12:14:32,2024-03-06,Credit/Debit,,12,10
9388,13.54,18:08:30,2024-01-27,Credit/Debit,632,,4
9389,45.06,12:02:32,2024-05-27,Credit/Debit,512,,22
9390,34.74,14:38:45,2024-09-15,Credit/Debit,77,,37
9391,32.9,18:03:21,2024-05-30,Credit/Debit,273,,22
9392,23.76,15:28:45,2024-05-01,Gift Card,,2,18
9393,49.75,17:33:11,2024-10-06,Gift Card,,11,40
9394,33.43,15:54:54,2024-07-12,Gift Card,845,,28
9395,29.67,18:32:20,2024-05-04,Gift Card,,6,18
9396,25.8,12:26:20,2024-12-03,Gift Card,,12,49
9397,22.23,12:21:53,2024-05-18,Gift Card,240,,20
9398,12.29,21:44:41,2024-11-22,Gift Card,,10,47
9399,6.12,21:34:01,2024-04-28,Gift Card,,8,17
9400,34.86,17:26:05,2024-11-26,Gift Card,536,,48
9401,13.16,11:58:30,2024-02-04,Gift Card,196,,5
9402,8.22,17:16:37,2024-04-09,Gift Card,,4,15
9403,7.98,19:59:42,2024-11-11,Credit/Debit,268,,46
9404,21.9,19:48:36,2024-10-06,Credit/Debit,,11,40
9405,34.22,17:16:01,2024-08-28,Gift Card,115,,35
9406,28.6,17:10:23,2024-01-04,Credit/Debit,317,,1
9407,8.23,15:01:53,2024-03-15,Gift Card,992,,11
9408,31.13,13:49:06,2024-01-09,Gift Card,,7,2
9409,42.84,20:32:28,2024-05-24,Gift Card,,9,21
9410,7.48,13:04:43,2024-07-12,Gift Card,,6,28
9411,31.14,10:18:40,2024-01-26,Credit/Debit,936,,4
9412,13.99,21:03:11,2024-06-15,Gift Card,,13,24
9413,47.4,18:34:57,2024-01-15,Credit/Debit,,9,3
9414,10.7,16:20:31,2024-09-02,Credit/Debit,805,,36
9415,19.21,19:34:27,2024-01-03,Gift Card,,3,1
9416,10.73,21:48:50,2024-01-27,Credit/Debit,,8,4
9417,37.81,12:55:33,2024-06-30,Gift Card,919,,26
9418,14.5,12:22:28,2024-05-26,Credit/Debit,241,,21
9419,38.14,18:43:29,2024-06-06,Credit/Debit,,12,23
9420,36.62,10:21:50,2024-10-31,Gift Card,417,,44
9421,25.66,10:56:29,2024-06-23,Credit/Debit,127,,25
9422,12.93,13:48:12,2024-07-20,Gift Card,603,,29
9423,49.49,12:58:07,2024-01-14,Gift Card,,5,2
9424,18.07,16:36:53,2024-05-27,Gift Card,,3,22
9425,17.97,19:57:39,2024-02-17,Gift Card,406,,7
9426,8.7,12:30:44,2024-04-18,Gift Card,547,,16
9427,36.72,21:55:56,2024-10-08,Gift Card,151,,41
9428,25.95,14:30:24,2024-06-21,Gift Card,,12,25
9429,44.64,12:28:22,2024-05-19,Credit/Debit,617,,20
9430,40.44,13:29:35,2024-11-06,Gift Card,,3,45
9431,20.21,12:28:05,2024-09-11,Credit/Debit,,11,37
9432,31.48,20:08:16,2024-11-30,Gift Card,64,,48
9433,33.27,12:02:08,2024-04-18,Gift Card,221,,16
9434,38.7,17:00:08,2024-04-26,Credit/Debit,365,,17
9435,40.55,11:03:35,2024-04-18,Credit/Debit,,5,16
9436,14.3,17:16:00,2024-05-31,Gift Card,911,,22
9437,10.35,21:13:30,2024-03-05,Credit/Debit,,13,10
9438,19.45,10:22:03,2024-01-02,Credit/Debit,,5,1
9439,22.33,18:25:50,2024-08-12,Gift Card,716,,33
9440,34.91,10:28:54,2024-08-10,Credit/Debit,,9,32
9441,20.52,20:37:44,2024-02-04,Gift Card,,4,5
9442,5.02,16:43:44,2024-01-14,Credit/Debit,,1,2
9443,19.4,21:28:16,2024-01-02,Credit/Debit,,4,1
9444,8.16,15:03:57,2024-07-20,Credit/Debit,,7,29
9445,13.22,12:47:22,2024-03-01,Gift Card,,5,9
9446,5.3,17:36:16,2024-04-24,Credit/Debit,,12,17
9447,36.23,19:27:23,2024-06-07,Credit/Debit,831,,23
9448,20.26,21:19:04,2024-11-03,Gift Card,889,,44
9449,28.02,19:57:06,2024-12-01,Gift Card,816,,48
9450,42.12,11:36:28,2024-03-20,Gift Card,,6,12
9451,6.94,15:35:41,2024-08-08,Credit/Debit,49,,32
9452,38.16,14:33:38,2024-04-10,Gift Card,840,,15
9453,34.02,11:19:59,2024-10-16,Gift Card,,7,42
9454,47.32,18:59:27,2024-05-18,Gift Card,813,,20
9455,25.76,19:24:53,2024-06-12,Gift Card,,6,24
9456,6.54,11:55:24,2024-08-20,Gift Card,,4,34
9457,19.59,10:27:32,2024-02-28,Credit/Debit,,12,9
9458,19.52,18:43:26,2024-01-02,Credit/Debit,327,,1
9459,14.4,18:25:00,2024-06-22,Credit/Debit,,11,25
9460,44.37,17:11:03,2024-01-11,Credit/Debit,,7,2
9461,10.99,10:29:57,2024-10-09,Credit/Debit,,4,41
9462,40.23,18:08:23,2024-10-05,Gift Card,643,,40
9463,30.6,10:02:52,2024-08-08,Credit/Debit,,11,32
9464,26.92,10:09:08,2024-04-18,Credit/Debit,326,,16
9465,38.13,21:48:50,2024-05-02,Credit/Debit,567,,18
9466,41.74,12:55:59,2024-08-21,Credit/Debit,699,,34
9467,25.04,19:24:18,2024-07-10,Gift Card,,4,28
9468,44.96,21:46:50,2024-06-09,Credit/Debit,884,,23
9469,18.09,13:57:54,2024-08-31,Gift Card,200,,35
9470,34.32,17:59:54,2024-03-10,Credit/Debit,,4,10
9471,39.55,19:25:08,2024-04-02,Credit/Debit,,7,14
9472,24.27,10:08:43,2024-07-03,Gift Card,898,,27
9473,44.44,16:49:52,2024-10-16,Credit/Debit,,10,42
9474,38.82,16:34:55,2024-11-18,Credit/Debit,,13,47
9475,31.46,19:02:47,2024-04-01,Credit/Debit,,5,14
9476,37.51,16:19:43,2024-08-13,Credit/Debit,,13,33
9477,9.63,10:50:02,2024-05-01,Gift Card,,7,18
9478,17.36,10:54:02,2024-08-14,Credit/Debit,,4,33
9479,11.38,11:16:46,2024-12-02,Credit/Debit,,12,49
9480,33.53,14:49:30,2024-05-09,Gift Card,700,,19
9481,19.07,13:16:45,2024-07-06,Credit/Debit,322,,27
9482,30.28,15:50:36,2024-10-25,Credit/Debit,831,,43
9483,12.61,20:57:11,2024-02-02,Credit/Debit,160,,5
9484,15.74,16:06:23,2024-03-11,Gift Card,,10,11
9485,45.08,15:49:55,2024-09-20,Credit/Debit,,8,38
9486,26.34,11:38:38,2024-09-07,Gift Card,192,,36
9487,20.57,10:02:34,2024-09-12,Gift Card,414,,37
9488,22.87,13:27:48,2024-07-31,Gift Card,592,,31
9489,5.73,14:46:37,2024-05-02,Gift Card,,12,18
9490,24.11,12:04:43,2024-04-14,Credit/Debit,568,,15
9491,26.29,14:34:36,2024-03-09,Gift Card,,10,10
9492,21.91,13:14:05,2024-09-20,Credit/Debit,,2,38
9493,37.53,21:44:31,2024-12-06,Credit/Debit,920,,49
9494,10.32,19:23:51,2024-04-19,Credit/Debit,287,,16
9495,15.25,20:26:03,2024-07-20,Credit/Debit,747,,29
9496,41.34,16:42:28,2024-04-28,Gift Card,144,,17
9497,6.23,18:08:33,2024-11-14,Gift Card,,6,46
9498,24.57,13:28:40,2024-10-26,Credit/Debit,158,,43
9499,25.37,13:54:43,2024-08-15,Credit/Debit,515,,33
9500,30.66,21:29:55,2024-01-08,Gift Card,,5,2
9501,15.3,20:25:17,2024-10-06,Credit/Debit,,12,40
9502,8.17,21:56:35,2024-07-27,Gift Card,296,,30
9503,18.39,13:31:14,2024-03-24,Credit/Debit,,11,12
9504,24.05,15:39:22,2024-01-20,Credit/Debit,198,,3
9505,12.4,11:33:04,2024-04-24,Credit/Debit,,6,17
9506,44.0,10:55:52,2024-01-30,Credit/Debit,,6,5
9507,9.05,13:00:29,2024-07-29,Credit/Debit,144,,31
9508,48.69,13:38:56,2024-09-04,Credit/Debit,,5,36
9509,36.84,21:26:32,2024-09-20,Credit/Debit,282,,38
9510,11.43,15:53:17,2024-11-04,Credit/Debit,,10,45
9511,24.43,14:55:41,2024-05-10,Credit/Debit,540,,19
9512,44.18,18:29:17,2024-06-18,Gift Card,,5,25
